,gene1,gene2
122069,6212,8406
122070,6212,8408
122071,6212,8411
122072,6212,8612
122073,6212,8614
122074,6212,8643
122075,6212,8699
122076,6212,8701
122077,6212,8702
122078,6212,8714
122079,6212,8746
122080,6212,8777
122081,6212,8778
122082,6212,8792
122083,6212,8817
122084,6212,8911
122085,6212,8965
122086,6212,9087
122087,6212,9182
122088,6212,9277
122089,6212,9365
122090,6212,9367
122091,6212,9445
122092,6212,9467
122093,6212,9479
122094,6212,9530
122095,6212,9531
122096,6212,9557
122097,6212,9565
122098,6212,9566
122099,6212,9915
122100,6212,9926
122101,6212,9928
122102,6212,9930
122103,6212,9982
122104,6213,118
122105,6213,124
122106,6213,128
122107,6213,305
122108,6213,550
122109,6213,2418
122110,6213,2651
122111,6213,2727
122112,6213,3095
122113,6213,3096
122114,6213,4002
122115,6213,4003
122116,6213,4011
122117,6213,5921
122118,6213,6212
122119,6213,6229
122120,6213,6723
122121,6213,6724
122122,6213,7124
122123,6213,7228
122124,6213,7801
122125,6213,8614
122126,6213,8746
122127,6213,8777
122128,6213,9365
122129,6213,9565
122130,6214,20
122131,6214,27
122132,6214,41
122133,6214,54
122134,6214,335
122135,6214,592
122136,6214,601
122137,6214,720
122138,6214,777
122139,6214,852
122140,6214,874
122141,6214,875
122142,6214,1354
122143,6214,1473
122144,6214,1590
122145,6214,1592
122146,6214,1593
122147,6214,1600
122148,6214,1614
122149,6214,1740
122150,6214,1915
122151,6214,2001
122152,6214,2034
122153,6214,2321
122154,6214,2591
122155,6214,2727
122156,6214,2774
122157,6214,2878
122158,6214,3232
122159,6214,3430
122160,6214,3455
122161,6214,3737
122162,6214,3787
122163,6214,3815
122164,6214,3839
122165,6214,3905
122166,6214,4003
122167,6214,4004
122168,6214,4025
122169,6214,4418
122170,6214,4738
122171,6214,4920
122172,6214,5018
122173,6214,5041
122174,6214,5051
122175,6214,5085
122176,6214,5145
122177,6214,5638
122178,6214,5727
122179,6214,5784
122180,6214,5856
122181,6214,5921
122182,6214,5922
122183,6214,5923
122184,6214,5928
122185,6214,6042
122186,6214,6196
122187,6214,6209
122188,6214,6210
122189,6214,6212
122190,6214,6215
122191,6214,6216
122192,6214,6672
122193,6214,6701
122194,6214,6889
122195,6214,6895
122196,6214,6985
122197,6214,7063
122198,6214,7065
122199,6214,7067
122200,6214,7188
122201,6214,7412
122202,6214,7449
122203,6214,7659
122204,6214,7740
122205,6214,7742
122206,6214,7744
122207,6214,7745
122208,6214,7785
122209,6214,7801
122210,6214,7803
122211,6214,7986
122212,6214,8005
122213,6214,8393
122214,6214,8406
122215,6214,8411
122216,6214,8492
122217,6214,8614
122218,6214,8699
122219,6214,8941
122220,6214,8984
122221,6214,9186
122222,6214,9266
122223,6214,9277
122224,6214,9367
122225,6214,9510
122226,6214,9712
122227,6214,9732
122228,6214,9917
122229,6214,10025
122230,6215,845
122231,6215,1467
122232,6215,1473
122233,6215,1855
122234,6215,2034
122235,6215,2645
122236,6215,2669
122237,6215,3674
122238,6215,5928
122239,6215,5981
122240,6215,6001
122241,6215,6212
122242,6215,6214
122243,6215,6216
122244,6215,6352
122245,6215,7395
122246,6215,7412
122247,6215,7413
122248,6215,7740
122249,6215,7795
122250,6215,7801
122251,6215,7802
122252,6215,7803
122253,6215,8029
122254,6215,8105
122255,6215,8400
122256,6215,8401
122257,6215,9732
122258,6215,10034
122259,6216,1855
122260,6216,2034
122261,6216,4506
122262,6216,6212
122263,6216,6214
122264,6216,6215
122265,6216,7740
122266,6216,8120
122267,6216,9367
122268,6216,9732
122269,6217,126
122270,6217,398
122271,6217,550
122272,6217,839
122273,6217,1460
122274,6217,1493
122275,6217,1933
122276,6217,1947
122277,6217,2034
122278,6217,2268
122279,6217,2655
122280,6217,2669
122281,6217,3237
122282,6217,3327
122283,6217,3592
122284,6217,3671
122285,6217,3781
122286,6217,3904
122287,6217,3905
122288,6217,3906
122289,6217,3916
122290,6217,4407
122291,6217,5041
122292,6217,5915
122293,6217,5916
122294,6217,5921
122295,6217,6043
122296,6217,6052
122297,6217,6196
122298,6217,6229
122299,6217,6723
122300,6217,6758
122301,6217,6778
122302,6217,7101
122303,6217,7124
122304,6217,7391
122305,6217,7525
122306,6217,8402
122307,6217,8406
122308,6217,8410
122309,6217,8517
122310,6217,8524
122311,6217,8525
122312,6217,8526
122313,6217,8917
122314,6217,8944
122315,6217,9052
122316,6217,9339
122317,6217,9353
122318,6217,9367
122319,6217,9895
122320,6218,343
122321,6218,870
122322,6218,1855
122323,6218,1928
122324,6218,3213
122325,6218,4233
122326,6218,5921
122327,6218,5923
122328,6218,6178
122329,6218,6196
122330,6218,6197
122331,6218,6229
122332,6218,6917
122333,6218,6982
122334,6218,7080
122335,6218,7124
122336,6218,8410
122337,6218,8614
122338,6218,8777
122339,6218,9565
122340,6219,4156
122341,6220,140
122342,6220,335
122343,6220,365
122344,6220,583
122345,6220,874
122346,6220,1354
122347,6220,2400
122348,6220,2591
122349,6220,2669
122350,6220,2939
122351,6220,2973
122352,6220,3175
122353,6220,3783
122354,6220,3789
122355,6220,4748
122356,6220,5055
122357,6220,6753
122358,6220,6756
122359,6220,6827
122360,6220,7366
122361,6220,7382
122362,6220,7419
122363,6220,7429
122364,6220,7437
122365,6220,7614
122366,6220,7727
122367,6220,8032
122368,6220,8084
122369,6220,8391
122370,6220,8394
122371,6220,8509
122372,6220,8614
122373,6220,8626
122374,6220,8750
122375,6220,8963
122376,6220,9881
122377,6221,1354
122378,6221,1465
122379,6221,1855
122380,6221,2004
122381,6221,2542
122382,6221,2689
122383,6221,3280
122384,6221,3646
122385,6221,3878
122386,6221,4879
122387,6221,5097
122388,6221,5574
122389,6221,6225
122390,6221,7007
122391,6221,7365
122392,6221,7576
122393,6221,7580
122394,6221,7849
122395,6221,9089
122396,6221,9437
122397,6221,9439
122398,6222,433
122399,6222,1780
122400,6222,4005
122401,6222,4957
122402,6222,6030
122403,6222,7261
122404,6224,720
122405,6224,2591
122406,6224,2665
122407,6224,2669
122408,6224,4149
122409,6224,4615
122410,6224,7091
122411,6224,7097
122412,6225,0
122413,6225,18
122414,6225,26
122415,6225,46
122416,6225,49
122417,6225,58
122418,6225,59
122419,6225,65
122420,6225,77
122421,6225,79
122422,6225,86
122423,6225,91
122424,6225,96
122425,6225,111
122426,6225,126
122427,6225,135
122428,6225,147
122429,6225,150
122430,6225,168
122431,6225,187
122432,6225,196
122433,6225,221
122434,6225,224
122435,6225,259
122436,6225,302
122437,6225,304
122438,6225,305
122439,6225,323
122440,6225,325
122441,6225,337
122442,6225,339
122443,6225,341
122444,6225,345
122445,6225,364
122446,6225,370
122447,6225,376
122448,6225,398
122449,6225,399
122450,6225,421
122451,6225,422
122452,6225,445
122453,6225,457
122454,6225,475
122455,6225,485
122456,6225,486
122457,6225,490
122458,6225,492
122459,6225,500
122460,6225,506
122461,6225,507
122462,6225,508
122463,6225,540
122464,6225,551
122465,6225,556
122466,6225,557
122467,6225,558
122468,6225,561
122469,6225,588
122470,6225,591
122471,6225,595
122472,6225,599
122473,6225,614
122474,6225,618
122475,6225,619
122476,6225,620
122477,6225,627
122478,6225,640
122479,6225,646
122480,6225,653
122481,6225,663
122482,6225,669
122483,6225,687
122484,6225,689
122485,6225,692
122486,6225,693
122487,6225,695
122488,6225,702
122489,6225,704
122490,6225,705
122491,6225,715
122492,6225,716
122493,6225,720
122494,6225,723
122495,6225,728
122496,6225,763
122497,6225,775
122498,6225,785
122499,6225,786
122500,6225,787
122501,6225,790
122502,6225,803
122503,6225,805
122504,6225,816
122505,6225,819
122506,6225,820
122507,6225,829
122508,6225,841
122509,6225,854
122510,6225,858
122511,6225,860
122512,6225,865
122513,6225,866
122514,6225,868
122515,6225,869
122516,6225,871
122517,6225,878
122518,6225,885
122519,6225,930
122520,6225,955
122521,6225,961
122522,6225,966
122523,6225,976
122524,6225,989
122525,6225,994
122526,6225,1009
122527,6225,1010
122528,6225,1012
122529,6225,1013
122530,6225,1027
122531,6225,1031
122532,6225,1035
122533,6225,1039
122534,6225,1042
122535,6225,1052
122536,6225,1073
122537,6225,1111
122538,6225,1148
122539,6225,1168
122540,6225,1180
122541,6225,1185
122542,6225,1196
122543,6225,1208
122544,6225,1214
122545,6225,1215
122546,6225,1218
122547,6225,1219
122548,6225,1222
122549,6225,1223
122550,6225,1224
122551,6225,1231
122552,6225,1241
122553,6225,1244
122554,6225,1245
122555,6225,1256
122556,6225,1261
122557,6225,1262
122558,6225,1264
122559,6225,1295
122560,6225,1302
122561,6225,1304
122562,6225,1325
122563,6225,1328
122564,6225,1329
122565,6225,1350
122566,6225,1351
122567,6225,1356
122568,6225,1369
122569,6225,1375
122570,6225,1399
122571,6225,1407
122572,6225,1408
122573,6225,1412
122574,6225,1416
122575,6225,1443
122576,6225,1444
122577,6225,1449
122578,6225,1453
122579,6225,1462
122580,6225,1470
122581,6225,1473
122582,6225,1480
122583,6225,1485
122584,6225,1493
122585,6225,1517
122586,6225,1519
122587,6225,1520
122588,6225,1526
122589,6225,1531
122590,6225,1556
122591,6225,1557
122592,6225,1591
122593,6225,1592
122594,6225,1609
122595,6225,1612
122596,6225,1614
122597,6225,1617
122598,6225,1651
122599,6225,1653
122600,6225,1661
122601,6225,1662
122602,6225,1666
122603,6225,1670
122604,6225,1672
122605,6225,1681
122606,6225,1699
122607,6225,1714
122608,6225,1720
122609,6225,1722
122610,6225,1725
122611,6225,1726
122612,6225,1730
122613,6225,1731
122614,6225,1745
122615,6225,1750
122616,6225,1752
122617,6225,1768
122618,6225,1770
122619,6225,1774
122620,6225,1777
122621,6225,1784
122622,6225,1787
122623,6225,1794
122624,6225,1795
122625,6225,1799
122626,6225,1850
122627,6225,1851
122628,6225,1859
122629,6225,1875
122630,6225,1876
122631,6225,1884
122632,6225,1913
122633,6225,1917
122634,6225,1928
122635,6225,1937
122636,6225,1944
122637,6225,1947
122638,6225,1948
122639,6225,1951
122640,6225,1959
122641,6225,1961
122642,6225,1979
122643,6225,1980
122644,6225,1981
122645,6225,1991
122646,6225,1997
122647,6225,2001
122648,6225,2004
122649,6225,2020
122650,6225,2032
122651,6225,2038
122652,6225,2045
122653,6225,2056
122654,6225,2067
122655,6225,2097
122656,6225,2100
122657,6225,2106
122658,6225,2158
122659,6225,2161
122660,6225,2170
122661,6225,2175
122662,6225,2189
122663,6225,2192
122664,6225,2200
122665,6225,2202
122666,6225,2204
122667,6225,2217
122668,6225,2223
122669,6225,2227
122670,6225,2234
122671,6225,2241
122672,6225,2243
122673,6225,2244
122674,6225,2247
122675,6225,2249
122676,6225,2272
122677,6225,2285
122678,6225,2297
122679,6225,2299
122680,6225,2304
122681,6225,2308
122682,6225,2315
122683,6225,2318
122684,6225,2327
122685,6225,2332
122686,6225,2344
122687,6225,2351
122688,6225,2364
122689,6225,2369
122690,6225,2382
122691,6225,2383
122692,6225,2384
122693,6225,2396
122694,6225,2403
122695,6225,2404
122696,6225,2405
122697,6225,2409
122698,6225,2415
122699,6225,2416
122700,6225,2419
122701,6225,2430
122702,6225,2432
122703,6225,2440
122704,6225,2446
122705,6225,2454
122706,6225,2459
122707,6225,2472
122708,6225,2475
122709,6225,2500
122710,6225,2501
122711,6225,2506
122712,6225,2533
122713,6225,2539
122714,6225,2541
122715,6225,2550
122716,6225,2555
122717,6225,2573
122718,6225,2582
122719,6225,2590
122720,6225,2591
122721,6225,2615
122722,6225,2625
122723,6225,2627
122724,6225,2628
122725,6225,2630
122726,6225,2632
122727,6225,2642
122728,6225,2643
122729,6225,2647
122730,6225,2656
122731,6225,2657
122732,6225,2662
122733,6225,2664
122734,6225,2680
122735,6225,2685
122736,6225,2689
122737,6225,2694
122738,6225,2699
122739,6225,2712
122740,6225,2724
122741,6225,2751
122742,6225,2756
122743,6225,2761
122744,6225,2762
122745,6225,2776
122746,6225,2780
122747,6225,2789
122748,6225,2791
122749,6225,2793
122750,6225,2797
122751,6225,2799
122752,6225,2812
122753,6225,2813
122754,6225,2819
122755,6225,2820
122756,6225,2829
122757,6225,2831
122758,6225,2841
122759,6225,2843
122760,6225,2848
122761,6225,2855
122762,6225,2882
122763,6225,2905
122764,6225,2920
122765,6225,2937
122766,6225,2945
122767,6225,2951
122768,6225,2954
122769,6225,2965
122770,6225,2982
122771,6225,2984
122772,6225,2992
122773,6225,2994
122774,6225,3018
122775,6225,3063
122776,6225,3069
122777,6225,3075
122778,6225,3083
122779,6225,3085
122780,6225,3092
122781,6225,3094
122782,6225,3098
122783,6225,3099
122784,6225,3123
122785,6225,3130
122786,6225,3134
122787,6225,3171
122788,6225,3174
122789,6225,3180
122790,6225,3206
122791,6225,3226
122792,6225,3228
122793,6225,3232
122794,6225,3241
122795,6225,3246
122796,6225,3248
122797,6225,3252
122798,6225,3260
122799,6225,3267
122800,6225,3268
122801,6225,3284
122802,6225,3309
122803,6225,3353
122804,6225,3378
122805,6225,3379
122806,6225,3380
122807,6225,3387
122808,6225,3404
122809,6225,3413
122810,6225,3433
122811,6225,3436
122812,6225,3450
122813,6225,3479
122814,6225,3488
122815,6225,3495
122816,6225,3500
122817,6225,3502
122818,6225,3504
122819,6225,3505
122820,6225,3508
122821,6225,3509
122822,6225,3516
122823,6225,3517
122824,6225,3527
122825,6225,3538
122826,6225,3550
122827,6225,3566
122828,6225,3581
122829,6225,3600
122830,6225,3649
122831,6225,3650
122832,6225,3657
122833,6225,3660
122834,6225,3668
122835,6225,3670
122836,6225,3672
122837,6225,3674
122838,6225,3676
122839,6225,3682
122840,6225,3703
122841,6225,3749
122842,6225,3753
122843,6225,3765
122844,6225,3778
122845,6225,3783
122846,6225,3784
122847,6225,3785
122848,6225,3793
122849,6225,3794
122850,6225,3810
122851,6225,3822
122852,6225,3831
122853,6225,3843
122854,6225,3844
122855,6225,3878
122856,6225,3892
122857,6225,3895
122858,6225,3904
122859,6225,3911
122860,6225,3916
122861,6225,3923
122862,6225,3952
122863,6225,3973
122864,6225,3991
122865,6225,3997
122866,6225,3998
122867,6225,3999
122868,6225,4000
122869,6225,4002
122870,6225,4006
122871,6225,4014
122872,6225,4015
122873,6225,4022
122874,6225,4023
122875,6225,4053
122876,6225,4060
122877,6225,4073
122878,6225,4095
122879,6225,4103
122880,6225,4113
122881,6225,4115
122882,6225,4116
122883,6225,4121
122884,6225,4135
122885,6225,4158
122886,6225,4182
122887,6225,4236
122888,6225,4260
122889,6225,4262
122890,6225,4266
122891,6225,4271
122892,6225,4279
122893,6225,4282
122894,6225,4284
122895,6225,4288
122896,6225,4291
122897,6225,4292
122898,6225,4306
122899,6225,4310
122900,6225,4311
122901,6225,4312
122902,6225,4320
122903,6225,4339
122904,6225,4388
122905,6225,4401
122906,6225,4415
122907,6225,4426
122908,6225,4437
122909,6225,4493
122910,6225,4497
122911,6225,4500
122912,6225,4502
122913,6225,4507
122914,6225,4511
122915,6225,4512
122916,6225,4515
122917,6225,4522
122918,6225,4524
122919,6225,4525
122920,6225,4535
122921,6225,4537
122922,6225,4548
122923,6225,4550
122924,6225,4552
122925,6225,4554
122926,6225,4559
122927,6225,4575
122928,6225,4596
122929,6225,4624
122930,6225,4683
122931,6225,4686
122932,6225,4703
122933,6225,4708
122934,6225,4738
122935,6225,4751
122936,6225,4755
122937,6225,4787
122938,6225,4818
122939,6225,4825
122940,6225,4827
122941,6225,4834
122942,6225,4853
122943,6225,4876
122944,6225,4879
122945,6225,4892
122946,6225,4901
122947,6225,4919
122948,6225,4920
122949,6225,4945
122950,6225,4957
122951,6225,4963
122952,6225,4970
122953,6225,4971
122954,6225,4982
122955,6225,4983
122956,6225,4986
122957,6225,4998
122958,6225,5002
122959,6225,5009
122960,6225,5010
122961,6225,5017
122962,6225,5023
122963,6225,5036
122964,6225,5039
122965,6225,5059
122966,6225,5060
122967,6225,5077
122968,6225,5088
122969,6225,5090
122970,6225,5092
122971,6225,5093
122972,6225,5100
122973,6225,5122
122974,6225,5125
122975,6225,5127
122976,6225,5132
122977,6225,5143
122978,6225,5144
122979,6225,5155
122980,6225,5156
122981,6225,5157
122982,6225,5158
122983,6225,5164
122984,6225,5179
122985,6225,5198
122986,6225,5199
122987,6225,5200
122988,6225,5214
122989,6225,5228
122990,6225,5230
122991,6225,5567
122992,6225,5568
122993,6225,5571
122994,6225,5577
122995,6225,5581
122996,6225,5584
122997,6225,5587
122998,6225,5590
122999,6225,5612
123000,6225,5619
123001,6225,5623
123002,6225,5627
123003,6225,5631
123004,6225,5632
123005,6225,5633
123006,6225,5637
123007,6225,5642
123008,6225,5666
123009,6225,5672
123010,6225,5676
123011,6225,5685
123012,6225,5696
123013,6225,5698
123014,6225,5709
123015,6225,5713
123016,6225,5732
123017,6225,5739
123018,6225,5774
123019,6225,5780
123020,6225,5784
123021,6225,5790
123022,6225,5791
123023,6225,5799
123024,6225,5802
123025,6225,5807
123026,6225,5832
123027,6225,5834
123028,6225,5842
123029,6225,5859
123030,6225,5862
123031,6225,5864
123032,6225,5871
123033,6225,5874
123034,6225,5880
123035,6225,5886
123036,6225,5888
123037,6225,5890
123038,6225,5901
123039,6225,5905
123040,6225,5907
123041,6225,5943
123042,6225,5950
123043,6225,5955
123044,6225,5956
123045,6225,5959
123046,6225,5962
123047,6225,5963
123048,6225,5968
123049,6225,5971
123050,6225,5982
123051,6225,5984
123052,6225,5987
123053,6225,5999
123054,6225,6001
123055,6225,6002
123056,6225,6004
123057,6225,6008
123058,6225,6009
123059,6225,6012
123060,6225,6022
123061,6225,6028
123062,6225,6029
123063,6225,6050
123064,6225,6052
123065,6225,6058
123066,6225,6126
123067,6225,6136
123068,6225,6152
123069,6225,6162
123070,6225,6176
123071,6225,6185
123072,6225,6205
123073,6225,6221
123074,6225,6232
123075,6225,6249
123076,6225,6252
123077,6225,6255
123078,6225,6277
123079,6225,6282
123080,6225,6288
123081,6225,6295
123082,6225,6302
123083,6225,6326
123084,6225,6327
123085,6225,6331
123086,6225,6339
123087,6225,6352
123088,6225,6384
123089,6225,6385
123090,6225,6399
123091,6225,6400
123092,6225,6410
123093,6225,6411
123094,6225,6419
123095,6225,6434
123096,6225,6438
123097,6225,6446
123098,6225,6456
123099,6225,6468
123100,6225,6478
123101,6225,6482
123102,6225,6485
123103,6225,6486
123104,6225,6487
123105,6225,6518
123106,6225,6530
123107,6225,6542
123108,6225,6544
123109,6225,6545
123110,6225,6546
123111,6225,6556
123112,6225,6564
123113,6225,6565
123114,6225,6566
123115,6225,6596
123116,6225,6612
123117,6225,6618
123118,6225,6632
123119,6225,6633
123120,6225,6637
123121,6225,6656
123122,6225,6661
123123,6225,6665
123124,6225,6667
123125,6225,6669
123126,6225,6679
123127,6225,6683
123128,6225,6693
123129,6225,6697
123130,6225,6721
123131,6225,6722
123132,6225,6732
123133,6225,6735
123134,6225,6737
123135,6225,6742
123136,6225,6745
123137,6225,6763
123138,6225,6767
123139,6225,6779
123140,6225,6785
123141,6225,6787
123142,6225,6796
123143,6225,6805
123144,6225,6828
123145,6225,6833
123146,6225,6845
123147,6225,6864
123148,6225,6869
123149,6225,6877
123150,6225,6901
123151,6225,6902
123152,6225,6918
123153,6225,6925
123154,6225,6926
123155,6225,6928
123156,6225,6933
123157,6225,6936
123158,6225,6937
123159,6225,6939
123160,6225,6940
123161,6225,6943
123162,6225,6945
123163,6225,6946
123164,6225,6952
123165,6225,6953
123166,6225,6958
123167,6225,6959
123168,6225,6963
123169,6225,6966
123170,6225,6976
123171,6225,6978
123172,6225,6982
123173,6225,6984
123174,6225,6986
123175,6225,6991
123176,6225,6996
123177,6225,6999
123178,6225,7001
123179,6225,7003
123180,6225,7006
123181,6225,7008
123182,6225,7009
123183,6225,7024
123184,6225,7025
123185,6225,7033
123186,6225,7041
123187,6225,7043
123188,6225,7046
123189,6225,7048
123190,6225,7062
123191,6225,7064
123192,6225,7101
123193,6225,7127
123194,6225,7130
123195,6225,7142
123196,6225,7161
123197,6225,7169
123198,6225,7173
123199,6225,7174
123200,6225,7175
123201,6225,7204
123202,6225,7206
123203,6225,7208
123204,6225,7209
123205,6225,7228
123206,6225,7237
123207,6225,7240
123208,6225,7253
123209,6225,7256
123210,6225,7273
123211,6225,7280
123212,6225,7286
123213,6225,7289
123214,6225,7292
123215,6225,7299
123216,6225,7306
123217,6225,7328
123218,6225,7329
123219,6225,7330
123220,6225,7331
123221,6225,7334
123222,6225,7342
123223,6225,7343
123224,6225,7357
123225,6225,7359
123226,6225,7362
123227,6225,7363
123228,6225,7369
123229,6225,7371
123230,6225,7372
123231,6225,7378
123232,6225,7382
123233,6225,7387
123234,6225,7389
123235,6225,7395
123236,6225,7396
123237,6225,7409
123238,6225,7433
123239,6225,7442
123240,6225,7443
123241,6225,7444
123242,6225,7445
123243,6225,7450
123244,6225,7452
123245,6225,7454
123246,6225,7460
123247,6225,7472
123248,6225,7499
123249,6225,7501
123250,6225,7505
123251,6225,7512
123252,6225,7521
123253,6225,7532
123254,6225,7538
123255,6225,7539
123256,6225,7549
123257,6225,7562
123258,6225,7565
123259,6225,7574
123260,6225,7588
123261,6225,7591
123262,6225,7624
123263,6225,7627
123264,6225,7629
123265,6225,7631
123266,6225,7634
123267,6225,7647
123268,6225,7652
123269,6225,7662
123270,6225,7676
123271,6225,7684
123272,6225,7689
123273,6225,7690
123274,6225,7694
123275,6225,7711
123276,6225,7716
123277,6225,7718
123278,6225,7728
123279,6225,7735
123280,6225,7745
123281,6225,7746
123282,6225,7751
123283,6225,7761
123284,6225,7762
123285,6225,7767
123286,6225,7775
123287,6225,7776
123288,6225,7780
123289,6225,7797
123290,6225,7802
123291,6225,7829
123292,6225,7840
123293,6225,7846
123294,6225,7848
123295,6225,7856
123296,6225,7857
123297,6225,7858
123298,6225,7869
123299,6225,7872
123300,6225,7891
123301,6225,7902
123302,6225,7913
123303,6225,7914
123304,6225,7915
123305,6225,7917
123306,6225,7918
123307,6225,7922
123308,6225,7924
123309,6225,7931
123310,6225,7932
123311,6225,7965
123312,6225,7967
123313,6225,7968
123314,6225,8008
123315,6225,8012
123316,6225,8016
123317,6225,8026
123318,6225,8042
123319,6225,8043
123320,6225,8077
123321,6225,8078
123322,6225,8082
123323,6225,8083
123324,6225,8092
123325,6225,8093
123326,6225,8102
123327,6225,8114
123328,6225,8115
123329,6225,8116
123330,6225,8117
123331,6225,8124
123332,6225,8147
123333,6225,8155
123334,6225,8195
123335,6225,8207
123336,6225,8219
123337,6225,8230
123338,6225,8262
123339,6225,8276
123340,6225,8283
123341,6225,8291
123342,6225,8295
123343,6225,8299
123344,6225,8304
123345,6225,8361
123346,6225,8388
123347,6225,8390
123348,6225,8394
123349,6225,8401
123350,6225,8405
123351,6225,8406
123352,6225,8410
123353,6225,8416
123354,6225,8417
123355,6225,8420
123356,6225,8435
123357,6225,8436
123358,6225,8440
123359,6225,8442
123360,6225,8464
123361,6225,8467
123362,6225,8477
123363,6225,8482
123364,6225,8484
123365,6225,8489
123366,6225,8492
123367,6225,8509
123368,6225,8510
123369,6225,8531
123370,6225,8539
123371,6225,8554
123372,6225,8558
123373,6225,8573
123374,6225,8585
123375,6225,8588
123376,6225,8596
123377,6225,8599
123378,6225,8602
123379,6225,8607
123380,6225,8614
123381,6225,8629
123382,6225,8630
123383,6225,8636
123384,6225,8639
123385,6225,8640
123386,6225,8645
123387,6225,8652
123388,6225,8683
123389,6225,8691
123390,6225,8692
123391,6225,8694
123392,6225,8712
123393,6225,8719
123394,6225,8726
123395,6225,8746
123396,6225,8748
123397,6225,8750
123398,6225,8751
123399,6225,8753
123400,6225,8754
123401,6225,8762
123402,6225,8765
123403,6225,8788
123404,6225,8799
123405,6225,8816
123406,6225,8853
123407,6225,8869
123408,6225,8886
123409,6225,8891
123410,6225,8893
123411,6225,8894
123412,6225,8897
123413,6225,8901
123414,6225,8902
123415,6225,8907
123416,6225,8937
123417,6225,8954
123418,6225,8955
123419,6225,8961
123420,6225,8962
123421,6225,8963
123422,6225,8968
123423,6225,8986
123424,6225,9001
123425,6225,9005
123426,6225,9007
123427,6225,9009
123428,6225,9015
123429,6225,9021
123430,6225,9030
123431,6225,9045
123432,6225,9056
123433,6225,9065
123434,6225,9073
123435,6225,9084
123436,6225,9133
123437,6225,9139
123438,6225,9143
123439,6225,9145
123440,6225,9155
123441,6225,9162
123442,6225,9169
123443,6225,9170
123444,6225,9171
123445,6225,9175
123446,6225,9178
123447,6225,9182
123448,6225,9196
123449,6225,9227
123450,6225,9237
123451,6225,9247
123452,6225,9261
123453,6225,9265
123454,6225,9271
123455,6225,9279
123456,6225,9297
123457,6225,9301
123458,6225,9306
123459,6225,9314
123460,6225,9319
123461,6225,9321
123462,6225,9323
123463,6225,9335
123464,6225,9338
123465,6225,9345
123466,6225,9367
123467,6225,9370
123468,6225,9373
123469,6225,9377
123470,6225,9383
123471,6225,9389
123472,6225,9393
123473,6225,9394
123474,6225,9416
123475,6225,9427
123476,6225,9441
123477,6225,9442
123478,6225,9443
123479,6225,9455
123480,6225,9456
123481,6225,9467
123482,6225,9473
123483,6225,9477
123484,6225,9481
123485,6225,9493
123486,6225,9494
123487,6225,9501
123488,6225,9505
123489,6225,9511
123490,6225,9514
123491,6225,9516
123492,6225,9540
123493,6225,9546
123494,6225,9551
123495,6225,9568
123496,6225,9570
123497,6225,9574
123498,6225,9581
123499,6225,9628
123500,6225,9637
123501,6225,9640
123502,6225,9646
123503,6225,9647
123504,6225,9649
123505,6225,9650
123506,6225,9652
123507,6225,9654
123508,6225,9658
123509,6225,9660
123510,6225,9665
123511,6225,9673
123512,6225,9690
123513,6225,9697
123514,6225,9698
123515,6225,9702
123516,6225,9707
123517,6225,9708
123518,6225,9710
123519,6225,9722
123520,6225,9730
123521,6225,9732
123522,6225,9741
123523,6225,9750
123524,6225,9752
123525,6225,9758
123526,6225,9762
123527,6225,9768
123528,6225,9786
123529,6225,9788
123530,6225,9802
123531,6225,9806
123532,6225,9807
123533,6225,9813
123534,6225,9814
123535,6225,9820
123536,6225,9821
123537,6225,9842
123538,6225,9854
123539,6225,9861
123540,6225,9867
123541,6225,9881
123542,6225,9886
123543,6225,9888
123544,6225,9890
123545,6225,9891
123546,6225,9894
123547,6225,9895
123548,6225,9902
123549,6225,9904
123550,6225,9906
123551,6225,9907
123552,6225,9915
123553,6225,9917
123554,6225,9920
123555,6225,9929
123556,6225,9931
123557,6225,9937
123558,6225,9941
123559,6225,9944
123560,6225,9960
123561,6225,9978
123562,6225,9980
123563,6225,9989
123564,6225,9992
123565,6225,9997
123566,6225,9999
123567,6225,10014
123568,6225,10015
123569,6225,10021
123570,6225,10022
123571,6225,10025
123572,6225,10034
123573,6225,10040
123574,6225,10044
123575,6225,10052
123576,6225,10054
123577,6225,10055
123578,6225,10058
123579,6225,10065
123580,6225,10066
123581,6225,10069
123582,6225,10070
123583,6225,10073
123584,6225,10077
123585,6225,10078
123586,6225,10080
123587,6225,10081
123588,6225,10083
123589,6225,10089
123590,6225,10090
123591,6225,10098
123592,6225,10100
123593,6225,10110
123594,6226,155
123595,6226,2612
123596,6226,2613
123597,6226,2769
123598,6226,2771
123599,6226,2772
123600,6226,4160
123601,6226,4797
123602,6227,2613
123603,6227,2772
123604,6228,1123
123605,6228,2663
123606,6228,3445
123607,6228,7088
123608,6228,7089
123609,6228,7092
123610,6229,134
123611,6229,296
123612,6229,537
123613,6229,550
123614,6229,641
123615,6229,1171
123616,6229,1461
123617,6229,1651
123618,6229,1981
123619,6229,2020
123620,6229,2021
123621,6229,2432
123622,6229,2433
123623,6229,2434
123624,6229,2550
123625,6229,2669
123626,6229,2809
123627,6229,2810
123628,6229,2813
123629,6229,2814
123630,6229,2815
123631,6229,3074
123632,6229,3781
123633,6229,3783
123634,6229,3784
123635,6229,3786
123636,6229,3790
123637,6229,3901
123638,6229,4407
123639,6229,4418
