,gene1,gene2
1896,126,5777
1897,126,5788
1898,126,5789
1899,126,5800
1900,126,5809
1901,126,5828
1902,126,5833
1903,126,5844
1904,126,5912
1905,126,5913
1906,126,5920
1907,126,5990
1908,126,6042
1909,126,6135
1910,126,6146
1911,126,6147
1912,126,6176
1913,126,6217
1914,126,6225
1915,126,6256
1916,126,6400
1917,126,6408
1918,126,6428
1919,126,6470
1920,126,6539
1921,126,6557
1922,126,6558
1923,126,6607
1924,126,6665
1925,126,6687
1926,126,6759
1927,126,6780
1928,126,6808
1929,126,6833
1930,126,6834
1931,126,6858
1932,126,6939
1933,126,6963
1934,126,6994
1935,126,7006
1936,126,7007
1937,126,7028
1938,126,7090
1939,126,7121
1940,126,7174
1941,126,7203
1942,126,7241
1943,126,7339
1944,126,7358
1945,126,7363
1946,126,7364
1947,126,7373
1948,126,7377
1949,126,7395
1950,126,7676
1951,126,7685
1952,126,7686
1953,126,7693
1954,126,7720
1955,126,7725
1956,126,7730
1957,126,7737
1958,126,7749
1959,126,7750
1960,126,7751
1961,126,7752
1962,126,7811
1963,126,7884
1964,126,8077
1965,126,8078
1966,126,8145
1967,126,8340
1968,126,8393
1969,126,8398
1970,126,8401
1971,126,8407
1972,126,8411
1973,126,8421
1974,126,8433
1975,126,8444
1976,126,8502
1977,126,8602
1978,126,8605
1979,126,8614
1980,126,8616
1981,126,8647
1982,126,8651
1983,126,8777
1984,126,8792
1985,126,8812
1986,126,8860
1987,126,9033
1988,126,9083
1989,126,9086
1990,126,9089
1991,126,9195
1992,126,9240
1993,126,9246
1994,126,9277
1995,126,9297
1996,126,9298
1997,126,9299
1998,126,9323
1999,126,9435
2000,126,9498
2001,126,9500
2002,126,9505
2003,126,9556
2004,126,9557
2005,126,9558
2006,126,9716
2007,126,9719
2008,126,9721
2009,126,9722
2010,126,9732
2011,126,9734
2012,126,9774
2013,126,9790
2014,126,9791
2015,126,9887
2016,126,9903
2017,126,9916
2018,126,9917
2019,126,9919
2020,127,12
2021,127,66
2022,127,69
2023,127,125
2024,127,126
2025,127,135
2026,127,136
2027,127,425
2028,127,646
2029,127,872
2030,127,1153
2031,127,1354
2032,127,1570
2033,127,2177
2034,127,2373
2035,127,2539
2036,127,2655
2037,127,2809
2038,127,2856
2039,127,3204
2040,127,3307
2041,127,3342
2042,127,3592
2043,127,4016
2044,127,4043
2045,127,4343
2046,127,4630
2047,127,4712
2048,127,5215
2049,127,5636
2050,127,5788
2051,127,5789
2052,127,5799
2053,127,5809
2054,127,5818
2055,127,6470
2056,127,6566
2057,127,7006
2058,127,7091
2059,127,8067
2060,127,8311
2061,127,8401
2062,127,8526
2063,127,8777
2064,127,8805
2065,127,8806
2066,127,9242
2067,127,9297
2068,127,9323
2069,127,9378
2070,127,9525
2071,127,9789
2072,127,9837
2073,128,64
2074,128,124
2075,128,126
2076,128,244
2077,128,457
2078,128,468
2079,128,475
2080,128,530
2081,128,704
2082,128,859
2083,128,936
2084,128,972
2085,128,1150
2086,128,1151
2087,128,1239
2088,128,1423
2089,128,1450
2090,128,1468
2091,128,1570
2092,128,1571
2093,128,1649
2094,128,1872
2095,128,2021
2096,128,2035
2097,128,2053
2098,128,2102
2099,128,2193
2100,128,2340
2101,128,2422
2102,128,2501
2103,128,2539
2104,128,2590
2105,128,2624
2106,128,2665
2107,128,2763
2108,128,2764
2109,128,2855
2110,128,2991
2111,128,3031
2112,128,3109
2113,128,3131
2114,128,3181
2115,128,3592
2116,128,3648
2117,128,3704
2118,128,4002
2119,128,4003
2120,128,4154
2121,128,4155
2122,128,4156
2123,128,4228
2124,128,4233
2125,128,4295
2126,128,4343
2127,128,4357
2128,128,4788
2129,128,4910
2130,128,4918
2131,128,5006
2132,128,5018
2133,128,5023
2134,128,5027
2135,128,5031
2136,128,5049
2137,128,5137
2138,128,5576
2139,128,5632
2140,128,5789
2141,128,5809
2142,128,5829
2143,128,5831
2144,128,5839
2145,128,5844
2146,128,5912
2147,128,5947
2148,128,6042
2149,128,6043
2150,128,6044
2151,128,6045
2152,128,6213
2153,128,6608
2154,128,6808
2155,128,6833
2156,128,6974
2157,128,7006
2158,128,7007
2159,128,7148
2160,128,7168
2161,128,7270
2162,128,7472
2163,128,7504
2164,128,7505
2165,128,7506
2166,128,7590
2167,128,7591
2168,128,7592
2169,128,7637
2170,128,7744
2171,128,8066
2172,128,8526
2173,128,8669
2174,128,8777
2175,128,8778
2176,128,8789
2177,128,8830
2178,128,9195
2179,128,9218
2180,128,9219
2181,128,9233
2182,128,9270
2183,128,9319
2184,128,9320
2185,128,9321
2186,128,9323
2187,128,9327
2188,128,9558
2189,128,9712
2190,128,9718
2191,128,9733
2192,128,9790
2193,128,9794
2194,128,9837
2195,128,9916
2196,128,9917
2197,129,646
2198,129,1209
2199,129,2694
2200,129,3592
2201,129,4471
2202,129,4910
2203,129,5576
2204,129,6140
2205,129,8077
2206,130,588
2207,130,604
2208,130,835
2209,130,845
2210,130,882
2211,130,936
2212,130,980
2213,130,1222
2214,130,1450
2215,130,2062
2216,130,2559
2217,130,2734
2218,130,2835
2219,130,2991
2220,130,3108
2221,130,3167
2222,130,3592
2223,130,3783
2224,130,3792
2225,130,3799
2226,130,4249
2227,130,4250
2228,130,4407
2229,130,4557
2230,130,5032
2231,130,5045
2232,130,5132
2233,130,5632
2234,130,5789
2235,130,6509
2236,130,6881
2237,130,6939
2238,130,7505
2239,130,7506
2240,130,8400
2241,130,8401
2242,130,8403
2243,130,8405
2244,130,8406
2245,130,8407
2246,130,8408
2247,130,8409
2248,130,8411
2249,130,8517
2250,130,8615
2251,130,8941
2252,130,9277
2253,130,9371
2254,130,9434
2255,130,9558
2256,130,9767
2257,130,9904
2258,130,9919
2259,130,10090
2260,131,477
2261,131,537
2262,131,720
2263,131,1464
2264,131,1465
2265,131,1866
2266,131,2004
2267,131,2020
2268,131,3646
2269,131,6862
2270,131,8400
2271,131,8421
2272,131,9089
2273,133,134
2274,133,135
2275,133,233
2276,133,457
2277,133,507
2278,133,699
2279,133,780
2280,133,782
2281,133,936
2282,133,1006
2283,133,1091
2284,133,1121
2285,133,1135
2286,133,1209
2287,133,1387
2288,133,1399
2289,133,1423
2290,133,1450
2291,133,1456
2292,133,1457
2293,133,1491
2294,133,1715
2295,133,1740
2296,133,1809
2297,133,2010
2298,133,2011
2299,133,2031
2300,133,2171
2301,133,2193
2302,133,2204
2303,133,2809
2304,133,2810
2305,133,2855
2306,133,2856
2307,133,2885
2308,133,2972
2309,133,3228
2310,133,3256
2311,133,3384
2312,133,3592
2313,133,3604
2314,133,3613
2315,133,4002
2316,133,4003
2317,133,4016
2318,133,4062
2319,133,4295
2320,133,4331
2321,133,4353
2322,133,4407
2323,133,4418
2324,133,4625
2325,133,4872
2326,133,5006
2327,133,5007
2328,133,5010
2329,133,5018
2330,133,5057
2331,133,5150
2332,133,5809
2333,133,5849
2334,133,5850
2335,133,5851
2336,133,5990
2337,133,6201
2338,133,6287
2339,133,6316
2340,133,6465
2341,133,6597
2342,133,6607
2343,133,6608
2344,133,6687
2345,133,6787
2346,133,6797
2347,133,6834
2348,133,6839
2349,133,7006
2350,133,7167
2351,133,7237
2352,133,7247
2353,133,7259
2354,133,7305
2355,133,7732
2356,133,8025
2357,133,8116
2358,133,8255
2359,133,8503
2360,133,8614
2361,133,8665
2362,133,8777
2363,133,8792
2364,133,8812
2365,133,8984
2366,133,8985
2367,133,8988
2368,133,9086
2369,133,9323
2370,133,9495
2371,133,9500
2372,133,9558
2373,133,9718
2374,133,9719
2375,133,9893
2376,134,125
2377,134,133
2378,134,135
2379,134,152
2380,134,233
2381,134,339
2382,134,425
2383,134,538
2384,134,780
2385,134,782
2386,134,1135
2387,134,1137
2388,134,1138
2389,134,1153
2390,134,2011
2391,134,2340
2392,134,2354
2393,134,2358
2394,134,2543
2395,134,3612
2396,134,3614
2397,134,4016
2398,134,4357
2399,134,4418
2400,134,4431
2401,134,4432
2402,134,4473
2403,134,4737
2404,134,4885
2405,134,4906
2406,134,5077
2407,134,5150
2408,134,5634
2409,134,5850
2410,134,5851
2411,134,5852
2412,134,5922
2413,134,5927
2414,134,6147
2415,134,6203
2416,134,6229
2417,134,6465
2418,134,6605
2419,134,6789
2420,134,7174
2421,134,7705
2422,134,7939
2423,134,8437
2424,134,8665
2425,134,8777
2426,134,9495
2427,134,9503
2428,134,9522
2429,134,9693
2430,134,9916
2431,134,9917
2432,135,127
2433,135,133
2434,135,134
2435,135,233
2436,135,457
2437,135,761
2438,135,782
2439,135,944
2440,135,1135
2441,135,1136
2442,135,1138
2443,135,1387
2444,135,1423
2445,135,1468
2446,135,1809
2447,135,2034
2448,135,2193
2449,135,2613
2450,135,2669
2451,135,2809
2452,135,2810
2453,135,3109
2454,135,3123
2455,135,3131
2456,135,3592
2457,135,3648
2458,135,3786
2459,135,3788
2460,135,3831
2461,135,4016
2462,135,4062
2463,135,4295
2464,135,4331
2465,135,4343
2466,135,4353
2467,135,4625
2468,135,4906
2469,135,4909
2470,135,4986
2471,135,5027
2472,135,5050
2473,135,5057
2474,135,5158
2475,135,5809
2476,135,5831
2477,135,5839
2478,135,5850
2479,135,5851
2480,135,5989
2481,135,6146
2482,135,6147
2483,135,6225
2484,135,6608
2485,135,6963
2486,135,7006
2487,135,7174
2488,135,7248
2489,135,7259
2490,135,7412
2491,135,7592
2492,135,7732
2493,135,7829
2494,135,8001
2495,135,8025
2496,135,8078
2497,135,8116
2498,135,8255
2499,135,8363
2500,135,8697
2501,135,8792
2502,135,8812
2503,135,9002
2504,135,9086
2505,135,9323
2506,135,9495
2507,135,9530
2508,135,9556
2509,135,9558
2510,135,9585
2511,135,9684
2512,135,9716
2513,135,9719
2514,135,9723
2515,135,9903
2516,135,9917
2517,136,126
2518,136,127
2519,136,137
2520,136,141
2521,136,340
2522,136,457
2523,136,639
2524,136,640
2525,136,641
2526,136,642
2527,136,755
2528,136,829
2529,136,833
2530,136,841
2531,136,861
2532,136,938
2533,136,939
2534,136,944
2535,136,1128
2536,136,1130
2537,136,1327
2538,136,1328
2539,136,1329
2540,136,1331
2541,136,1367
2542,136,1570
2543,136,1870
2544,136,1958
2545,136,2053
2546,136,2062
2547,136,2104
2548,136,2164
2549,136,2193
2550,136,2309
2551,136,2496
2552,136,2596
2553,136,2669
2554,136,2809
2555,136,2832
2556,136,3109
2557,136,3131
2558,136,3217
2559,136,3366
2560,136,3577
2561,136,3592
2562,136,3636
2563,136,3774
2564,136,3861
2565,136,4254
2566,136,4295
2567,136,4296
2568,136,4374
2569,136,4910
2570,136,5023
2571,136,5809
2572,136,5839
2573,136,6069
2574,136,6249
2575,136,6338
2576,136,6394
2577,136,6434
2578,136,6472
2579,136,6543
2580,136,7006
2581,136,7009
2582,136,7081
2583,136,7400
2584,136,7676
2585,136,7717
2586,136,7881
2587,136,8065
2588,136,8116
2589,136,8710
2590,136,8812
2591,136,8954
2592,136,9233
2593,136,9260
2594,136,9284
2595,136,9308
2596,136,9327
2597,136,9558
2598,136,9568
2599,136,9599
2600,136,9716
2601,136,9789
2602,136,9790
2603,136,9794
2604,136,9813
2605,137,126
2606,137,136
2607,137,457
2608,137,639
2609,137,640
2610,137,641
2611,137,642
2612,137,1130
2613,137,1197
2614,137,1367
2615,137,1407
2616,137,1423
2617,137,1524
2618,137,2053
2619,137,2193
2620,137,2388
2621,137,2809
2622,137,2810
2623,137,3088
2624,137,3109
2625,137,3131
2626,137,3217
2627,137,3592
2628,137,3774
2629,137,4295
2630,137,4409
2631,137,4910
2632,137,5800
2633,137,5809
2634,137,5839
2635,137,6249
2636,137,6608
2637,137,7006
2638,137,7009
2639,137,7081
2640,137,7287
2641,137,7369
2642,137,7400
2643,137,7676
2644,137,8065
2645,137,8116
2646,137,8812
2647,137,9248
2648,137,9284
2649,137,9308
2650,137,9327
2651,137,9558
2652,137,9789
2653,137,9791
2654,137,9794
2655,138,3284
2656,138,5809
2657,138,6608
2658,138,7006
2659,140,141
2660,140,143
2661,140,144
2662,140,410
2663,140,489
2664,140,834
2665,140,939
2666,140,944
2667,140,947
2668,140,950
2669,140,1447
2670,140,1618
2671,140,1933
2672,140,2202
2673,140,2403
2674,140,2552
2675,140,2711
2676,140,2824
2677,140,2945
2678,140,2983
2679,140,3041
2680,140,3071
2681,140,3092
2682,140,3095
2683,140,3280
2684,140,3371
2685,140,4148
2686,140,4154
2687,140,4254
2688,140,4255
2689,140,4256
2690,140,5126
2691,140,5138
2692,140,6012
2693,140,6220
2694,140,6270
2695,140,6383
2696,140,6457
2697,140,6839
2698,140,6846
2699,140,7343
2700,140,7347
2701,140,7405
2702,140,7424
2703,140,7571
2704,140,7592
2705,140,7733
2706,140,7741
2707,140,7757
2708,140,7801
2709,140,7803
2710,140,8391
2711,140,8393
2712,140,8395
2713,140,8396
2714,140,8397
2715,140,8398
2716,140,8433
2717,140,8494
2718,140,8611
2719,140,9027
2720,140,9028
2721,140,9057
2722,140,9365
2723,140,9437
2724,140,9586
2725,140,9723
2726,140,9867
2727,141,136
2728,141,140
2729,141,143
2730,141,144
2731,141,834
2732,141,950
2733,141,2669
2734,141,3092
2735,141,4002
2736,141,4003
2737,141,4148
2738,141,4254
2739,141,4255
2740,141,4256
2741,141,5041
2742,141,5051
2743,141,5139
2744,141,5997
2745,141,7081
2746,141,7801
2747,141,8392
2748,141,8393
2749,141,8394
2750,141,8396
2751,141,8397
2752,141,8433
2753,141,8959
2754,141,8962
2755,141,9437
2756,141,9615
2757,141,9875
2758,141,9978
2759,142,144
2760,142,4003
2761,142,4255
2762,142,8392
2763,142,8393
2764,142,8959
2765,143,140
2766,143,141
2767,143,145
2768,143,939
2769,143,943
2770,143,944
2771,143,2184
2772,143,2711
2773,143,3369
2774,143,3371
2775,143,3373
2776,143,3472
2777,143,4148
2778,143,4253
2779,143,4254
2780,143,4255
2781,143,4256
2782,143,4987
2783,143,9029
2784,144,140
2785,144,141
2786,144,142
2787,144,145
2788,144,660
2789,144,939
2790,144,943
2791,144,944
2792,144,947
2793,144,948
2794,144,2613
2795,144,2711
2796,144,3210
2797,144,3369
2798,144,3371
2799,144,4002
2800,144,4003
2801,144,4148
2802,144,4254
2803,144,4255
2804,144,4256
2805,144,5715
2806,144,6131
2807,144,7089
2808,144,8392
2809,144,8396
2810,144,8397
2811,145,143
2812,145,144
2813,145,834
2814,145,1201
2815,145,2004
2816,145,2711
2817,145,3092
2818,145,4002
2819,145,4148
2820,145,4254
2821,145,4344
2822,145,6200
2823,145,8391
2824,145,8397
2825,145,9023
2826,145,9025
2827,145,9027
2828,145,9028
2829,145,9029
2830,145,9437
2831,145,9582
2832,145,9875
2833,146,537
2834,146,854
2835,146,855
2836,146,857
2837,146,3665
2838,146,6176
2839,146,6276
2840,146,6963
2841,146,8984
2842,147,1934
2843,147,6225
2844,147,8774
2845,148,232
2846,148,233
2847,148,234
2848,148,2466
2849,148,2482
2850,148,3592
2851,148,6212
2852,148,8044
2853,148,8986
2854,148,9083
2855,150,550
2856,150,799
2857,150,1394
2858,150,2363
2859,150,2606
2860,150,2741
2861,150,2991
2862,150,3592
2863,150,4726
2864,150,4963
2865,150,6149
2866,150,6151
2867,150,6225
2868,150,6598
2869,150,6687
2870,150,9022
2871,151,8706
2872,152,134
2873,152,2612
2874,152,3209
2875,152,3592
2876,152,4135
2877,152,4136
2878,152,6758
2879,152,8614
2880,152,9905
2881,153,537
2882,153,2354
2883,153,2772
2884,153,2991
2885,153,3075
2886,153,4192
2887,153,4225
2888,153,4353
2889,153,4384
2890,153,4963
2891,153,4964
2892,153,5041
2893,153,5045
2894,153,5047
2895,153,6148
2896,153,6598
2897,153,7088
2898,153,7090
2899,153,7091
2900,153,7257
2901,153,7301
2902,153,9022
2903,153,9080
2904,153,9201
2905,153,9218
2906,153,9219
2907,153,9225
2908,155,1
2909,155,3220
2910,155,6226
2911,155,8066
2912,155,9225
2913,157,2000
2914,157,2358
2915,157,2762
2916,157,3773
2917,157,4765
2918,157,4940
2919,157,5783
2920,157,7364
2921,157,9913
2922,157,9915
2923,157,9916
2924,157,9917
2925,158,4343
2926,160,782
2927,160,1711
2928,160,8260
2929,160,9579
2930,163,2829
2931,163,3209
2932,163,7949
2933,164,1423
2934,164,4342
2935,164,4345
2936,164,4351
2937,164,4549
2938,164,4964
2939,164,7090
2940,164,7637
2941,164,8066
2942,164,9201
2943,165,1
2944,165,83
2945,165,3220
2946,165,9717
2947,165,9724
2948,166,477
2949,166,1465
2950,166,3889
2951,166,6559
2952,166,8421
2953,166,9089
2954,167,1
2955,167,1124
2956,167,1846
2957,167,5174
2958,168,6225
2959,168,9784
2960,170,2060
2961,173,6758
2962,173,6762
2963,174,5789
2964,176,83
2965,176,5598
2966,176,9080
2967,177,7637
2968,178,1
2969,178,1846
2970,181,2967
2971,182,4669
2972,183,411
2973,183,536
2974,183,542
2975,183,683
2976,183,1198
2977,183,1240
2978,183,1587
2979,183,1835
2980,183,1932
2981,183,2043
2982,183,2082
2983,183,2136
2984,183,2332
2985,183,2436
2986,183,2886
2987,183,2950
2988,183,2967
2989,183,2991
2990,183,3076
2991,183,3093
2992,183,3109
2993,183,3325
2994,183,3410
2995,183,3450
2996,183,3492
2997,183,3499
2998,183,3829
2999,183,3926
3000,183,4669
3001,183,4672
3002,183,4724
3003,183,4758
3004,183,4808
3005,183,4840
3006,183,4841
3007,183,5056
3008,183,5224
3009,183,6121
3010,183,6258
3011,183,6766
3012,183,6879
3013,183,7224
3014,183,7478
3015,183,7571
3016,183,7832
3017,183,8199
3018,183,8341
3019,183,8406
3020,183,8598
3021,183,8930
3022,183,9269
3023,183,9516
3024,184,936
3025,184,2062
3026,184,2245
3027,184,2249
3028,184,2326
3029,184,2590
3030,184,2633
3031,184,2669
3032,184,2787
3033,184,2855
3034,184,2991
3035,184,3149
3036,184,3150
3037,184,3159
3038,184,3160
3039,184,3162
3040,184,3174
3041,184,3786
3042,184,3790
3043,184,3794
3044,184,3904
3045,184,4407
3046,184,5085
3047,184,5789
3048,184,7470
3049,184,7637
3050,184,7676
3051,184,8468
3052,184,8473
3053,184,8777
3054,184,8789
3055,184,8836
3056,184,8875
3057,184,9033
3058,184,9052
3059,184,9565
3060,184,9885
3061,184,9892
3062,184,9965
3063,185,537
3064,185,936
3065,185,3904
3066,185,5008
3067,185,6766
3068,185,8938
3069,185,9868
3070,186,1511
3071,186,4532
3072,186,8777
3073,187,6225
3074,187,9057
3075,188,190
3076,188,3476
3077,189,7230
3078,189,8661
3079,189,8728
3080,190,188
3081,190,192
3082,190,3481
3083,191,244
3084,191,1138
3085,191,1139
3086,192,190
3087,192,3475
3088,192,3481
3089,192,7080
3090,192,7088
3091,192,7097
3092,192,7550
3093,193,777
3094,193,1634
3095,193,3481
3096,193,7382
3097,194,6879
3098,194,7090
3099,194,9895
3100,195,1123
3101,195,1124
3102,195,1575
3103,195,7024
3104,196,4016
3105,196,6225
3106,196,9153
3107,197,198
3108,197,1185
3109,197,1740
3110,197,2466
3111,197,5592
3112,197,7907
3113,197,8080
3114,197,9737
3115,197,9738
3116,198,197
3117,198,1123
3118,198,1740
3119,199,732
3120,199,1123
3121,199,1186
3122,199,1443
3123,199,1450
3124,199,1599
3125,199,2004
3126,199,2500
3127,199,3781
3128,199,3883
3129,199,4024
3130,199,4025
3131,199,4070
3132,199,4071
3133,199,4407
3134,199,5009
3135,199,7080
3136,199,7088
3137,199,7090
3138,199,7097
3139,199,7662
3140,199,7676
3141,199,8105
3142,199,8400
3143,199,8401
3144,199,8406
3145,199,8601
3146,199,8602
3147,199,8603
3148,199,8604
3149,199,9089
3150,199,9185
3151,199,9299
3152,199,9300
3153,199,9719
3154,200,777
3155,200,1450
3156,200,1599
3157,200,3789
3158,200,4016
3159,200,4046
3160,200,4407
3161,200,5057
3162,200,7088
3163,200,7637
3164,200,8701
3165,200,8777
3166,200,8812
3167,200,9153
3168,203,3788
3169,204,1373
3170,204,3909
3171,204,8614
3172,204,9002
3173,206,244
3174,206,646
3175,207,7093
3176,208,2991
3177,209,9707
3178,213,2002
3179,213,3736
3180,214,4305
3181,214,6895
3182,214,7985
3183,214,9913
3184,216,537
3185,216,7705
3186,216,9913
3187,217,537
3188,217,635
3189,217,1592
3190,217,2004
3191,217,2813
3192,217,3781
3193,217,7060
3194,217,9277
3195,217,9286
3196,217,9287
3197,217,9779
3198,218,645
3199,218,4631
3200,218,7437
3201,218,7735
3202,218,9234
3203,220,3480
3204,220,4819
3205,221,335
3206,221,537
3207,221,830
3208,221,2198
3209,221,5599
3210,221,6225
3211,221,6400
3212,222,224
3213,222,1427
3214,222,8807
3215,223,514
3216,223,538
3217,223,2669
3218,223,5789
3219,223,6047
3220,223,8716
3221,223,8957
3222,223,9153
3223,224,222
3224,224,538
3225,224,6225
3226,224,8957
3227,224,8958
3228,227,8619
3229,228,1120
3230,228,1563
3231,228,2584
3232,228,5592
3233,230,604
3234,230,936
3235,230,1218
3236,230,1220
3237,230,1222
3238,230,1405
3239,230,2184
3240,230,2539
3241,230,2590
3242,230,2694
3243,230,3155
3244,230,3159
3245,230,3176
3246,230,3781
3247,230,3782
3248,230,4234
3249,230,4407
3250,230,4624
3251,230,5009
3252,230,5789
3253,230,6032
3254,230,6534
3255,230,6700
3256,230,6828
3257,230,7637
3258,230,7763
3259,230,7968
3260,230,8116
3261,230,8401
3262,230,8407
3263,230,8965
3264,230,10067
3265,231,1218
3266,231,1220
3267,231,1222
3268,231,2669
3269,231,6054
3270,232,148
3271,232,233
3272,232,779
3273,232,2482
3274,232,2731
3275,232,3476
3276,232,3479
3277,232,3481
3278,232,3486
3279,232,3626
3280,232,6429
3281,233,133
3282,233,134
3283,233,135
3284,233,148
3285,233,232
3286,233,1123
3287,233,1775
3288,233,2483
3289,233,5880
3290,234,148
3291,234,2208
3292,234,2856
3293,234,6261
3294,234,8363
3295,234,10019
3296,235,9916
3297,235,9917
3298,237,68
3299,237,238
3300,237,239
3301,237,937
3302,237,2089
3303,237,2090
3304,237,3111
3305,237,6144
3306,237,7023
3307,237,7550
3308,238,237
3309,238,343
3310,238,490
3311,238,2856
3312,238,3111
3313,238,3471
3314,238,3480
3315,238,6144
3316,238,7023
3317,238,7088
3318,238,7830
3319,238,8697
3320,239,237
3321,239,3111
3322,239,6144
3323,239,8474
3324,239,9693
3325,240,243
3326,240,2636
3327,240,3475
3328,240,3476
3329,240,3479
3330,240,3487
3331,240,7023
3332,240,7090
3333,240,9588
3334,240,9917
3335,241,2636
3336,241,3476
3337,241,7023
3338,241,9588
3339,241,9917
3340,242,2636
3341,242,3479
3342,242,7023
3343,242,9588
3344,242,9917
3345,243,240
3346,243,645
3347,243,646
3348,243,2354
3349,243,2358
3350,243,2360
3351,243,3517
3352,243,3576
3353,243,3592
3354,243,4986
3355,243,4987
3356,243,6144
3357,243,7080
3358,243,8066
3359,244,77
3360,244,128
3361,244,191
3362,244,206
3363,244,245
3364,244,281
3365,244,302
3366,244,317
3367,244,320
3368,244,335
3369,244,346
3370,244,350
3371,244,355
3372,244,364
3373,244,408
3374,244,585
3375,244,588
3376,244,644
3377,244,645
3378,244,646
3379,244,647
3380,244,732
3381,244,739
3382,244,744
3383,244,1042
3384,244,1123
3385,244,1149
3386,244,1161
3387,244,1203
3388,244,1329
3389,244,1364
3390,244,1379
3391,244,1387
3392,244,1394
3393,244,1486
3394,244,1575
3395,244,1752
3396,244,1847
3397,244,1991
3398,244,2061
3399,244,2238
3400,244,2349
3401,244,2401
3402,244,2496
3403,244,2533
3404,244,2591
3405,244,2594
3406,244,2595
3407,244,2616
3408,244,2636
3409,244,2653
3410,244,2794
3411,244,2819
3412,244,2906
3413,244,3109
3414,244,3307
3415,244,3345
3416,244,3385
3417,244,3471
3418,244,3474
3419,244,3476
3420,244,3477
3421,244,3481
3422,244,3484
3423,244,3487
3424,244,3490
3425,244,3566
3426,244,3592
3427,244,3623
3428,244,3624
3429,244,3738
3430,244,3861
3431,244,3862
3432,244,3905
3433,244,3911
3434,244,3912
3435,244,3913
3436,244,3916
3437,244,3991
